故障编号,故障名称,故障现象,故障原因,解决办法
urma_078,urma_cmd_active_jetty URMA 控制面命令 ioctl 下发内核驱动失败导致用户态操作中断,"关键日志：匹配 `ioctl failed in urma_cmd_active_jetty, ret:`；日志路径：URMA_LOG_PATH",urma_cmd_active_jetty 通过 fd 向内核驱动下发URMA 控制面命令请求时，ioctl 返回失败，说明内核驱动没有完成对应控制面动作，用户态无法取得或更新 Jetty 状态。,无
urma_079,urma_cmd_deactive_jetty 校验 context 无效导致激活流程拒绝继续执行,关键日志：匹配 Invalid parameter；日志路径：URMA_LOG_PATH,urma_cmd_deactive_jetty 在执行激活前发现调用方传入的 context 不满足当前操作要求，通常是对象为空、状态不匹配或与 provider 能力不一致，因此直接返回错误以避免继续访问非法资源。,无
urma_080,urma_cmd_deactive_jetty URMA 控制面命令 ioctl 下发内核驱动失败导致用户态操作中断,"关键日志：依次匹配 `ioctl failed in urma_cmd_deactive_jetty, ret:`、`, errno:`；日志路径：URMA_LOG_PATH",urma_cmd_deactive_jetty 通过 fd 向内核驱动下发URMA 控制面命令请求时，ioctl 返回失败，说明内核驱动没有完成对应控制面动作，用户态无法取得或更新 Jetty 状态。,无
urma_081,urma_cmd_modify_tp 校验 context 无效导致修改流程拒绝继续执行,关键日志：匹配 Invalid parameter；日志路径：URMA_LOG_PATH,urma_cmd_modify_tp 在执行修改前发现调用方传入的 context 不满足当前操作要求，通常是对象为空、状态不匹配或与 provider 能力不一致，因此直接返回错误以避免继续访问非法资源。,无
urma_082,urma_cmd_query_device_attr 校验 设备 无效导致查询流程拒绝继续执行,关键日志：匹配 Invalid parameter；日志路径：URMA_LOG_PATH,urma_cmd_query_device_attr 在执行查询前发现调用方传入的 设备 不满足当前操作要求，通常是对象为空、状态不匹配或与 provider 能力不一致，因此直接返回错误以避免继续访问非法资源。,无
urma_083,urma_cmd_import_jetty_async 校验 context 无效导致导入流程拒绝继续执行,关键日志：匹配 Invalid parameter；日志路径：URMA_LOG_PATH,urma_cmd_import_jetty_async 在执行导入前发现调用方传入的 context 不满足当前操作要求，通常是对象为空、状态不匹配或与 provider 能力不一致，因此直接返回错误以避免继续访问非法资源。,无
urma_084,urma_cmd_bind_jetty_async 校验 context 无效导致绑定流程拒绝继续执行,关键日志：匹配 Invalid parameter；日志路径：URMA_LOG_PATH,urma_cmd_bind_jetty_async 在执行绑定前发现调用方传入的 context 不满足当前操作要求，通常是对象为空、状态不匹配或与 provider 能力不一致，因此直接返回错误以避免继续访问非法资源。,无
urma_085,urma_cmd_unbind_jetty_async 校验 context 无效导致绑定流程拒绝继续执行,关键日志：匹配 Invalid parameter；日志路径：URMA_LOG_PATH,urma_cmd_unbind_jetty_async 在执行绑定前发现调用方传入的 context 不满足当前操作要求，通常是对象为空、状态不匹配或与 provider 能力不一致，因此直接返回错误以避免继续访问非法资源。,无
urma_086,urma_cmd_get_tp_list 校验 context 无效导致获取流程拒绝继续执行,关键日志：匹配 Invalid parameter；日志路径：URMA_LOG_PATH,urma_cmd_get_tp_list 在执行获取前发现调用方传入的 context 不满足当前操作要求，通常是对象为空、状态不匹配或与 provider 能力不一致，因此直接返回错误以避免继续访问非法资源。,无
urma_087,urma_cmd_set_tp_attr 校验 context 无效导致设置流程拒绝继续执行,关键日志：匹配 Invalid parameter；日志路径：URMA_LOG_PATH,urma_cmd_set_tp_attr 在执行设置前发现调用方传入的 context 不满足当前操作要求，通常是对象为空、状态不匹配或与 provider 能力不一致，因此直接返回错误以避免继续访问非法资源。,无
urma_088,urma_cmd_set_tp_attr 校验 TP 无效导致设置流程拒绝继续执行,关键日志：匹配 Invalid tp_attr bytes；日志路径：URMA_LOG_PATH,urma_cmd_set_tp_attr 在执行设置前发现调用方传入的 TP 不满足当前操作要求，通常是对象为空、状态不匹配或与 provider 能力不一致，因此直接返回错误以避免继续访问非法资源。,无
urma_089,urma_cmd_set_tp_attr URMA 控制面命令 ioctl 下发内核驱动失败导致用户态操作中断,"关键日志：匹配 `Failed in ioctl set_tp_attr, ret:`；日志路径：URMA_LOG_PATH",urma_cmd_set_tp_attr 通过 fd 向内核驱动下发URMA 控制面命令请求时，ioctl 返回失败，说明内核驱动没有完成对应控制面动作，用户态无法取得或更新 TP 状态。,无
urma_090,urma_cmd_get_tp_attr 校验 context 无效导致获取流程拒绝继续执行,关键日志：匹配 Invalid parameter；日志路径：URMA_LOG_PATH,urma_cmd_get_tp_attr 在执行获取前发现调用方传入的 context 不满足当前操作要求，通常是对象为空、状态不匹配或与 provider 能力不一致，因此直接返回错误以避免继续访问非法资源。,无
urma_091,urma_cmd_get_tp_attr 校验 TP 无效导致获取流程拒绝继续执行,关键日志：匹配 Invalid tp_attr bytes；日志路径：URMA_LOG_PATH,urma_cmd_get_tp_attr 在执行获取前发现调用方传入的 TP 不满足当前操作要求，通常是对象为空、状态不匹配或与 provider 能力不一致，因此直接返回错误以避免继续访问非法资源。,无
urma_092,urma_cmd_get_tp_attr URMA 控制面命令 ioctl 下发内核驱动失败导致用户态操作中断,"关键日志：匹配 `Failed in ioctl get_tp_attr, ret:`；日志路径：URMA_LOG_PATH",urma_cmd_get_tp_attr 通过 fd 向内核驱动下发URMA 控制面命令请求时，ioctl 返回失败，说明内核驱动没有完成对应控制面动作，用户态无法取得或更新 TP 状态。,无
urma_093,urma_cmd_exchange_tp_info 校验 context 无效导致处理流程拒绝继续执行,关键日志：匹配 Invalid parameter；日志路径：URMA_LOG_PATH,urma_cmd_exchange_tp_info 在执行处理前发现调用方传入的 context 不满足当前操作要求，通常是对象为空、状态不匹配或与 provider 能力不一致，因此直接返回错误以避免继续访问非法资源。,无
urma_094,urma_cmd_get_eid_by_ip 校验 context 无效导致获取流程拒绝继续执行,关键日志：匹配 Invalid parameter；日志路径：URMA_LOG_PATH,urma_cmd_get_eid_by_ip 在执行获取前发现调用方传入的 context 不满足当前操作要求，通常是对象为空、状态不匹配或与 provider 能力不一致，因此直接返回错误以避免继续访问非法资源。,无
urma_095,urma_tlv_ioctl 下发内核驱动失败导致用户态操作中断,"关键日志：依次匹配 `ioctl failed, ret:`、`, errno:`、`, cmd:`、`, kdrv_err:`；日志路径：URMA_LOG_PATH",urma_tlv_ioctl URMA内核态调用驱动异常，返回错误码2048，则容器中用户态日志出现ioctl失败，并且errno为特定的2048，故障发生在内核态驱动,UDMA驱动相关，需进一步排查硬件
urma_096,urma_active_jfc 校验 JFC 无效导致激活流程拒绝继续执行,关键日志：匹配 Invalid parameter；日志路径：URMA_LOG_PATH,urma_active_jfc 在执行激活前发现调用方传入的 JFC 不满足当前操作要求，通常是对象为空、状态不匹配或与 provider 能力不一致，因此直接返回错误以避免继续访问非法资源。,无
urma_097,urma_active_jfc 读取或解析 sysfs 设备/EID/端口信息失败导致设备信息不可用,"关键日志：依次匹配 `jfc cfg depth of range, depth:`、`, max_depth:`；日志路径：URMA_LOG_PATH",urma_active_jfc 依赖 sysfs 中的设备、EID、端口、能力或 cdev 路径信息枚举 URMA 设备并构建设备属性，但文件打开、读取、格式化路径或内容解析失败，导致设备、端口或 EID 信息无法被用户态正确使用。,无
urma_098,urma_active_jfc 读取或解析 sysfs 设备/EID/端口信息失败导致设备信息不可用,关键日志：匹配 Jfc state is wrong in active_jfc；日志路径：URMA_LOG_PATH,urma_active_jfc 依赖 sysfs 中的设备、EID、端口、能力或 cdev 路径信息枚举 URMA 设备并构建设备属性，但文件打开、读取、格式化路径或内容解析失败，导致设备、端口或 EID 信息无法被用户态正确使用。,无
urma_099,urma_active_jfc 校验 context 无效导致激活流程拒绝继续执行,关键日志：匹配 Invalid parameter；日志路径：URMA_LOG_PATH,urma_active_jfc 在执行激活前发现调用方传入的 context 不满足当前操作要求，通常是对象为空、状态不匹配或与 provider 能力不一致，因此直接返回错误以避免继续访问非法资源。,无
urma_100,urma_active_jfc 执行激活 JFC 失败导致当前资源状态无法推进,关键日志：匹配 Failed to exec ops->active_jfc；日志路径：URMA_LOG_PATH,urma_active_jfc 调用下层 provider、bond 组件或系统接口处理 JFC 时返回失败，当前分支携带 ret/errno 等错误结果退出，导致该资源的创建、导入、修改、投递或清理状态无法继续推进。,无
urma_101,urma_deactive_jfc 校验 JFC 无效导致激活流程拒绝继续执行,关键日志：匹配 Invalid parameter；日志路径：URMA_LOG_PATH,urma_deactive_jfc 在执行激活前发现调用方传入的 JFC 不满足当前操作要求，通常是对象为空、状态不匹配或与 provider 能力不一致，因此直接返回错误以避免继续访问非法资源。,无
urma_102,urma_deactive_jfc 执行激活 JFC 失败导致当前资源状态无法推进,关键日志：匹配 Jfc state is wrong in deactive_jfc；日志路径：URMA_LOG_PATH,urma_deactive_jfc 调用下层 provider、bond 组件或系统接口处理 JFC 时返回失败，当前分支携带 ret/errno 等错误结果退出，导致该资源的创建、导入、修改、投递或清理状态无法继续推进。,无
urma_103,urma_deactive_jfc 校验 context 无效导致激活流程拒绝继续执行,关键日志：匹配 Invalid parameter；日志路径：URMA_LOG_PATH,urma_deactive_jfc 在执行激活前发现调用方传入的 context 不满足当前操作要求，通常是对象为空、状态不匹配或与 provider 能力不一致，因此直接返回错误以避免继续访问非法资源。,无
urma_104,urma_deactive_jfc 执行激活 JFC 失败导致当前资源状态无法推进,关键日志：匹配 Failed to exec ops->deactive_jfc；日志路径：URMA_LOG_PATH,urma_deactive_jfc 调用下层 provider、bond 组件或系统接口处理 JFC 时返回失败，当前分支携带 ret/errno 等错误结果退出，导致该资源的创建、导入、修改、投递或清理状态无法继续推进。,无
urma_105,urma_active_jfs 校验 JFS 无效导致激活流程拒绝继续执行,关键日志：匹配 Invalid parameter；日志路径：URMA_LOG_PATH,urma_active_jfs 在执行激活前发现调用方传入的 JFS 不满足当前操作要求，通常是对象为空、状态不匹配或与 provider 能力不一致，因此直接返回错误以避免继续访问非法资源。,无
urma_106,urma_active_jfs 读取或解析 sysfs 设备/EID/端口信息失败导致设备信息不可用,关键日志：匹配 jfs state is wrong in active_jfs；日志路径：URMA_LOG_PATH,urma_active_jfs 依赖 sysfs 中的设备、EID、端口、能力或 cdev 路径信息枚举 URMA 设备并构建设备属性，但文件打开、读取、格式化路径或内容解析失败，导致设备、端口或 EID 信息无法被用户态正确使用。,无
urma_107,urma_active_jfs 校验 context 无效导致激活流程拒绝继续执行,关键日志：匹配 Invalid parameter；日志路径：URMA_LOG_PATH,urma_active_jfs 在执行激活前发现调用方传入的 context 不满足当前操作要求，通常是对象为空、状态不匹配或与 provider 能力不一致，因此直接返回错误以避免继续访问非法资源。,无
urma_108,urma_active_jfs 读取或解析 sysfs 设备/EID/端口信息失败导致设备信息不可用,"关键日志：依次匹配 `jfs cfg out of range, depth:`、`, max_depth:`、`, inline_data:`、`, max_inline_len:`、`, sge:`、`, max_sge:`、`, rsge:`、`, max_rsge:`；日志路径：URMA_LOG_PATH",urma_active_jfs 依赖 sysfs 中的设备、EID、端口、能力或 cdev 路径信息枚举 URMA 设备并构建设备属性，但文件打开、读取、格式化路径或内容解析失败，导致设备、端口或 EID 信息无法被用户态正确使用。,无
urma_109,urma_active_jfs 执行激活 JFS 失败导致当前资源状态无法推进,关键日志：匹配 Failed to exec ops->active_jfs；日志路径：URMA_LOG_PATH,urma_active_jfs 调用下层 provider、bond 组件或系统接口处理 JFS 时返回失败，当前分支携带 ret/errno 等错误结果退出，导致该资源的创建、导入、修改、投递或清理状态无法继续推进。,无
