故障编码,故障域,故障名称,故障表现（验证方法）,故障原因,解决办法
urma_089,URMA,解绑Jetty过程中依赖步骤失败,关键日志：匹配`bondp_unbind_jetty`，匹配`Failed to unbind tjetty [`；日志路径：系统日志文件（URMA_LOG_PATH）,函数用于解绑Jetty，执行过程中依赖的参数校验、状态转换、下层provider调用或系统资源处理未成功，导致本次URMA操作失败。,无
urma_090,OS,Jetty相关临时结构或命令参数分配失败,关键日志：匹配`bondp_unimport_pjfr`，匹配`Failed to alloc target jetty`；日志路径：系统日志文件（URMA_LOG_PATH）,函数在分配Jetty前需要申请命令参数、资源描述或临时缓存，内存分配失败会阻断后续URMA资源处理。,无
urma_091,硬件,虚拟 Jetty导入时下层资源准备失败,"关键日志：匹配`bondp_unimport_pjfr`，匹配`Failed to import vjetty, []:`；日志路径：系统日志文件（URMA_LOG_PATH）",函数负责导入虚拟 Jetty，依赖的provider接口、驱动命令、子资源或路由信息未成功返回，导致资源无法建立。,无
urma_092,用户,URMA context、Jetty对象无效导致获取Jetty失败,关键日志：匹配`bondp_get_async_event`，匹配`failed to get invalid jetty.`；日志路径：系统日志文件（URMA_LOG_PATH）,函数用于获取Jetty，调用方传入的URMA context、Jetty对象不满足接口前置条件，无法继续完成本次URMA操作。,无
urma_093,用户,获取组件所需输入对象无效导致获取组件失败,"关键日志：匹配`get_comp_urma_jetty_id`，匹配`Failed to get_comp_urma_jetty, Invalid type:`；日志路径：系统日志文件（URMA_LOG_PATH）",函数用于获取组件，调用方传入的获取组件所需输入对象不满足接口前置条件，无法继续完成本次URMA操作。,无
urma_094,URMA,WR数据通路处理失败,关键日志：匹配`bondp_post_send_wr_no_store`，匹配`WR->tjetty is NULL`；日志路径：系统日志文件（URMA_LOG_PATH）,函数处理URMA数据收发路径，需要完成WR转换、投递、完成事件处理或重传，相关对象状态或下层操作失败导致数据通路中断。,无
urma_095,URMA,WR数据通路处理失败,关键日志：匹配`bondp_post_send_wr_and_store`，匹配`WR->tjetty is NULL`；日志路径：系统日志文件（URMA_LOG_PATH）,函数处理URMA数据收发路径，需要完成WR转换、投递、完成事件处理或重传，相关对象状态或下层操作失败导致数据通路中断。,无
urma_096,URMA,未找到可用于获取虚拟 Jetty的有效对象或路由,"关键日志：匹配`handle_fake_cr_with_store`，匹配`Skip fake cr because vjetty is not found, idx:`，匹配`, local_id:`；日志路径：系统日志文件（URMA_LOG_PATH）",函数在获取虚拟 Jetty过程中需要查找已建立的资源、端口或路由映射，但当前表项缺失或状态不可用，导致后续操作无法定位目标。,无
urma_097,URMA,未找到可用于获取Jetty的有效对象或路由,"关键日志：匹配`handle_send_cr_with_store`，匹配`Failed find jetty when handle send cr, cr.local_id:`；日志路径：系统日志文件（URMA_LOG_PATH）",函数在获取Jetty过程中需要查找已建立的资源、端口或路由映射，但当前表项缺失或状态不可用，导致后续操作无法定位目标。,无
urma_098,URMA,未找到可用于获取Jetty的有效对象或路由,"关键日志：匹配`handle_recv_cr_with_store`，匹配`Failed to find local jetty, idx:`，匹配`, id:`；日志路径：系统日志文件（URMA_LOG_PATH）",函数在获取Jetty过程中需要查找已建立的资源、端口或路由映射，但当前表项缺失或状态不可用，导致后续操作无法定位目标。,无
urma_099,URMA,物理 Jetty数据通路处理失败,关键日志：匹配`bondp_flush_jetty`，匹配`Failed to flush pjetty[`；日志路径：系统日志文件（URMA_LOG_PATH）,函数处理URMA数据收发路径，需要完成WR转换、投递、完成事件处理或重传，相关对象状态或下层操作失败导致数据通路中断。,无
urma_100,用户,WR对象、目标Jetty对象无效导致激活WR失败,关键日志：匹配`schedule_send`，匹配`Invalid wr->tjetty: NULL`；日志路径：系统日志文件（URMA_LOG_PATH）,函数用于激活WR，调用方传入的WR对象、目标Jetty对象不满足接口前置条件，无法继续完成本次URMA操作。,无
urma_101,URMA,健康检查清理阶段下层释放操作失败,关键日志：匹配`bondp_unregister_health_check_seg_for_jetty`，匹配`Failed to unregister health check segment`；日志路径：系统日志文件（URMA_LOG_PATH）,函数负责释放或撤销健康检查相关资源，下层provider、驱动或引用状态返回失败，可能残留已创建的URMA资源。,无
urma_102,OS,健康检查相关临时结构或命令参数分配失败,关键日志：匹配`bondp_register_health_check_seg_for_jetty`，匹配`Failed to alloc health check buffer`；日志路径：系统日志文件（URMA_LOG_PATH）,函数在分配健康检查前需要申请命令参数、资源描述或临时缓存，内存分配失败会阻断后续URMA资源处理。,无
urma_103,硬件,健康检查注册时下层资源准备失败,关键日志：匹配`bondp_register_health_check_seg_for_jetty`，匹配`Failed to register health check segment`；日志路径：系统日志文件（URMA_LOG_PATH）,函数负责注册健康检查，依赖的provider接口、驱动命令、子资源或路由信息未成功返回，导致资源无法建立。,无
urma_104,URMA,未找到可用于导入路由的有效对象或路由,关键日志：匹配`import_check_tseg_by_import_result`，匹配`No valid imported route for health check seg`；日志路径：系统日志文件（URMA_LOG_PATH）,函数在导入路由过程中需要查找已建立的资源、端口或路由映射，但当前表项缺失或状态不可用，导致后续操作无法定位目标。,无
urma_105,用户,Jetty对象、Segment对象无效导致导入健康检查失败,"关键日志：匹配`bondp_import_health_check_tseg`，匹配`Invalid rjetty for health check seg import, health check disabled`；日志路径：系统日志文件（URMA_LOG_PATH）",函数用于导入健康检查，调用方传入的Jetty对象、Segment对象不满足接口前置条件，无法继续完成本次URMA操作。,无
urma_106,URMA,Jetty清理阶段下层释放操作失败,"关键日志：匹配`bondp_relink_primary_import`，匹配`Failed to unimport old primary ptjetty, lidx:`，匹配`tidx:`；日志路径：系统日志文件（URMA_LOG_PATH）",函数负责释放或撤销Jetty相关资源，下层provider、驱动或引用状态返回失败，可能残留已创建的URMA资源。,无
urma_107,硬件,物理 Jetty导入时下层资源准备失败,"关键日志：匹配`bondp_relink_primary_import`，匹配`Failed to import recreated primary ptjetty, local_idx:`，匹配`target_idx:`，匹配`pjetty_id:`；日志路径：系统日志文件（URMA_LOG_PATH）",函数负责导入物理 Jetty，依赖的provider接口、驱动命令、子资源或路由信息未成功返回，导致资源无法建立。,无
urma_108,URMA,未找到可用于注册健康检查的有效对象或路由,关键日志：匹配`bondp_register_health_check_task`，匹配`Failed to register health task: no valid route`；日志路径：系统日志文件（URMA_LOG_PATH）,函数在注册健康检查过程中需要查找已建立的资源、端口或路由映射，但当前表项缺失或状态不可用，导致后续操作无法定位目标。,无
urma_109,URMA,物理 Jetty清理阶段下层释放操作失败,"关键日志：匹配`bondp_update_pjetty_id_mapping`，匹配`Failed to delete stale pjetty id mapping: , ret:`；日志路径：系统日志文件（URMA_LOG_PATH）",函数负责释放或撤销物理 Jetty相关资源，下层provider、驱动或引用状态返回失败，可能残留已创建的URMA资源。,无
urma_110,硬件,物理 Jetty删除时下层资源准备失败,"关键日志：匹配`bondp_update_pjetty_id_mapping`，匹配`Failed to add recreated pjetty id mapping: , ret:`；日志路径：系统日志文件（URMA_LOG_PATH）",函数负责删除物理 Jetty，依赖的provider接口、驱动命令、子资源或路由信息未成功返回，导致资源无法建立。,无
urma_111,URMA,物理 Jetty清理阶段下层释放操作失败,关键日志：匹配`bondp_rebuild_local_pjetty`，匹配`Failed to delete pjetty at idx:`；日志路径：系统日志文件（URMA_LOG_PATH）,函数负责释放或撤销物理 Jetty相关资源，下层provider、驱动或引用状态返回失败，可能残留已创建的URMA资源。,无
urma_112,硬件,物理 Jetty删除时下层资源准备失败,关键日志：匹配`bondp_rebuild_local_pjetty`，匹配`Failed to recreate pjetty at idx:`；日志路径：系统日志文件（URMA_LOG_PATH）,函数负责删除物理 Jetty，依赖的provider接口、驱动命令、子资源或路由信息未成功返回，导致资源无法建立。,无
urma_113,硬件,虚拟 Jetty创建时下层资源准备失败,关键日志：匹配`bondp_create_vcontext`，匹配`Failed to create p_vjetty_id_table`；日志路径：系统日志文件（URMA_LOG_PATH）,函数负责创建虚拟 Jetty，依赖的provider接口、驱动命令、子资源或路由信息未成功返回，导致资源无法建立。,无
urma_114,URMA,未找到可用于导入路由的有效对象或路由,关键日志：匹配`bondp_import_pseg`，匹配`No valid direct route`；日志路径：系统日志文件（URMA_LOG_PATH）,函数在导入路由过程中需要查找已建立的资源、端口或路由映射，但当前表项缺失或状态不可用，导致后续操作无法定位目标。,无
urma_115,URMA,获取JFS过程中依赖步骤失败,"关键日志：匹配`urma_cmd_get_jfs_opt`，匹配`output length too large, out.len=`，匹配`, buf.len=`；日志路径：系统日志文件（URMA_LOG_PATH）",函数用于获取JFS，执行过程中依赖的参数校验、状态转换、下层provider调用或系统资源处理未成功，导致本次URMA操作失败。,无
urma_116,URMA,获取JFC过程中依赖步骤失败,"关键日志：匹配`urma_cmd_get_jfc_opt`，匹配`output length too large, out.len=`，匹配`, buf.len=`；日志路径：系统日志文件（URMA_LOG_PATH）",函数用于获取JFC，执行过程中依赖的参数校验、状态转换、下层provider调用或系统资源处理未成功，导致本次URMA操作失败。,无
urma_117,用户,URMA context无效导致导入JFR失败,关键日志：匹配`urma_cmd_import_jfr`，匹配`Invalid parameter`；日志路径：系统日志文件（URMA_LOG_PATH）,函数用于导入JFR，调用方传入的URMA context不满足接口前置条件，无法继续完成本次URMA操作。,无
urma_118,用户,URMA context无效导致导入JFR失败,关键日志：匹配`urma_cmd_import_jfr_ex`，匹配`Invalid parameter.`；日志路径：系统日志文件（URMA_LOG_PATH）,函数用于导入JFR，调用方传入的URMA context不满足接口前置条件，无法继续完成本次URMA操作。,无
urma_119,用户,URMA context无效导致解除导入JFR失败,关键日志：匹配`urma_cmd_unimport_jfr`，匹配`Invalid parameter`；日志路径：系统日志文件（URMA_LOG_PATH）,函数用于解除导入JFR，调用方传入的URMA context不满足接口前置条件，无法继续完成本次URMA操作。,无
urma_120,用户,URMA context、JFS对象、Jetty对象、目标Jetty对象无效导致执行Jetty失败,关键日志：匹配`urma_cmd_advise_jetty`，匹配`Invalid parameter`；日志路径：系统日志文件（URMA_LOG_PATH）,函数用于执行Jetty，调用方传入的URMA context、JFS对象、Jetty对象、目标Jetty对象不满足接口前置条件，无法继续完成本次URMA操作。,无
urma_121,URMA,获取JFR过程中依赖步骤失败,"关键日志：匹配`urma_cmd_get_jfr_opt`，匹配`output length too large, out.len=`，匹配`, buf.len=`；日志路径：系统日志文件（URMA_LOG_PATH）",函数用于获取JFR，执行过程中依赖的参数校验、状态转换、下层provider调用或系统资源处理未成功，导致本次URMA操作失败。,无
